filename,notes,authors,licenses,urls
facial/glasses/halfmoon/adult/black.png,"","ElizaWy","OGA-BY 3.0","https://github.com/ElizaWy/LPC/tree/main/Characters/Head%20Accessories,https://opengameart.org/content/lpc-expanded-sit-run-jump-more"
neck/capetie/female/slate.png,"adapted to male body and v3 bases by bluecarrot16","bluecarrot16,JaidynReiman","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more"
neck/necklace/female/silver.png,"extra animations by bluecarrot16","bluecarrot16,Luke Mehl","CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/female-mage-clothing-set,http://opengameart.org/content/lpc-clothing-updates"
neck/charm/box/female/steel.png,"","bluecarrot16","CC0","https://opengameart.org/content/lpc-jewelry"
shoulders/leather/female/pink.png,"adapted to female base by makrohn, adapted to v3 bases by bluecarrot16","Matthew Krohn (makrohn),Johannes Sjölund (wulax)","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,http://opengameart.org/content/lpc-clothing-updates"
torso/clothes/blouse_longsleeve/female/white.png,"original princess.xcf by Sharm, edited to blouse by ElizaWy; blouse + longsleeve adapted to v3 bases by bluecarrot16","bluecarrot16,ElizaWy,Lanea Zimmerman (Sharm)","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-7-womens-shirts"
cape/solid/female/pink.png,"","bluecarrot16,JaidynReiman","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more,https://opengameart.org/content/lpc-roman-armor,http://opengameart.org/content/lpc-clothing-updates"
cape/solid_behind/pink.png,"","Nila122,JaidynReiman","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more,https://opengameart.org/content/lpc-roman-armor"
torso/waist/sash_narrow/female/pink.png,"","bluecarrot16,Nila122","OGA-BY 3.0,GPL 2.0,GPL 3.0,CC-BY-SA 3.0","https://opengameart.org/content/more-lpc-clothes-and-hair,https://opengameart.org/content/lpc-pirates"
legs/skirts/straight/female/white.png,"original skirt by ElizaWy, extended to all animation frames and edited for v3 bases by bluecarrot16","bluecarrot16,ElizaWy","OGA-BY 3.0,GPL 3.0","http://opengameart.org/content/lpc-clothing-updates"
feet/slippers/thin/pink.png,"original by Luke Mehl, Joe White did thrust/shoot animations, edited for v3 bases and male sprites by bluecarrot16, Jump/Sit/Emote/Run/Revised Combat by JaidynReiman","bluecarrot16,JaidynReiman,Joe White,Luke Mehl","CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/thin-mage-clothing-set,http://opengameart.org/content/lpc-clothing-updates,https://opengameart.org/content/lpc-expanded-socks-shoes"
weapon/magic/gnarled/universal/foreground/iron.png,"","bluecarrot16","OGA-BY 3.0+,GPL 3.0,CC-BY 4.0","https://opengameart.org/content/lpc-more-weapons"
weapon/magic/gnarled/universal/background/iron.png,"","bluecarrot16","OGA-BY 3.0+,GPL 3.0,CC-BY 4.0","https://opengameart.org/content/lpc-more-weapons"
weapon/magic/gnarled/thrust/foreground/iron.png,"","bluecarrot16","OGA-BY 3.0+,GPL 3.0,CC-BY 4.0","https://opengameart.org/content/lpc-more-weapons"
weapon/magic/gnarled/thrust/background/iron.png,"","bluecarrot16","OGA-BY 3.0+,GPL 3.0,CC-BY 4.0","https://opengameart.org/content/lpc-more-weapons"
weapon/magic/crystal/universal/foreground/purple.png,"","bluecarrot16","OGA-BY 3.0+,GPL 3.0,CC-BY 4.0","https://opengameart.org/content/lpc-more-weapons"
weapon/magic/crystal/universal/background/purple.png,"","bluecarrot16","OGA-BY 3.0+,GPL 3.0,CC-BY 4.0","https://opengameart.org/content/lpc-more-weapons"
weapon/magic/crystal/thrust/foreground/purple.png,"","bluecarrot16","OGA-BY 3.0+,GPL 3.0,CC-BY 4.0","https://opengameart.org/content/lpc-more-weapons"
weapon/magic/crystal/thrust/background/purple.png,"","bluecarrot16","OGA-BY 3.0+,GPL 3.0,CC-BY 4.0","https://opengameart.org/content/lpc-more-weapons"
